sample	TCGA-BT-A20R-11	TCGA-GD-A3OP-11	TCGA-BT-A20U-11	TCGA-K4-A3WV-11	TCGA-CU-A0YN-11	TCGA-BL-A13J-11	TCGA-K4-A54R-11	TCGA-BT-A20N-11	TCGA-GD-A3OQ-11	TCGA-BT-A2LB-11	TCGA-BT-A20W-11	TCGA-CU-A0YR-11	TCGA-BT-A2LA-11	TCGA-K4-A5RI-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-BT-A20Q-11	TCGA-GC-A3BM-11
PLEKHJ1	-1.242022318	-0.345422318	-0.019222318	0.004877682	-0.736122318	-0.788922318	-0.175122318	-0.892722318	-0.742522318	-1.042622318	-0.398122318	-0.727122318	0.025177682	0.081277682	-0.521622318	1.474577682	-0.072622318	-0.625522318	-0.873322318
ABHD11	-2.427433141	1.560866859	0.203566859	0.335066859	-1.917533141	-2.156133141	1.183066859	-2.409333141	-0.180233141	-0.480333141	-0.988733141	-1.617033141	1.667166859	0.069366859	-0.629133141	0.758066859	-0.541333141	-1.807633141	1.155766859
ABHD12	-1.954710909	-0.342410909	-0.061010909	0.787389091	-1.511010909	-1.400210909	0.432789091	-1.518410909	0.159589091	0.273389091	-0.443910909	-0.911910909	1.153889091	-0.062710909	-0.942110909	-0.057810909	0.454689091	-1.635110909	-0.278310909
MRPL11	-0.310482684	0.001717316	0.203817316	0.186317316	-0.214682684	-0.276282684	-0.631982684	-0.301582684	-0.419682684	-0.092082684	0.190817316	-0.113882684	0.781717316	0.158417316	-0.163382684	1.791917316	-0.441182684	-0.190182684	-0.118082684
MRPL12	-1.082025657	0.095974343	0.582374343	-0.157625657	-0.896425657	-1.228925657	-0.577025657	-1.124225657	-0.913025657	0.168774343	-0.250625657	-1.271625657	0.232674343	0.035374343	-0.943925657	1.718374343	-0.324125657	-1.152925657	-0.895625657
MRPL13	-0.806659384	-0.150959384	0.051940616	-0.393259384	-0.590059384	-1.046659384	-0.935359384	-0.885259384	-0.650059384	0.145840616	-0.384959384	-0.848959384	0.189340616	-0.109559384	-0.771259384	0.525240616	0.225940616	-0.874759384	-1.032859384
C16orf61	-0.214297612	-0.008397612	-0.170597612	-0.661797612	-0.057797612	-0.630697612	0.331102388	-0.478097612	-0.666297612	0.234502388	0.126502388	-0.756497612	0.722802388	0.198402388	-0.435797612	1.552102388	-0.022897612	-0.614797612	-0.329397612
MRPL17	-1.400304019	-0.231804019	0.299495981	-0.120104019	-0.762804019	-1.041104019	-0.777704019	-1.294204019	-0.608304019	-0.097204019	-0.375704019	-0.610904019	0.031195981	-0.122104019	-0.766104019	0.666295981	-0.199204019	-0.967704019	-0.919604019
ARPC3	-0.831796941	0.684303059	0.866303059	0.258303059	-0.815596941	-0.997496941	-0.059796941	-1.005396941	-0.247096941	0.679903059	-0.205696941	-0.611196941	0.546703059	0.377903059	-0.207296941	0.825503059	0.131003059	-0.977196941	-0.444896941
CDC25A	-3.300860164	-0.959660164	0.593239836	-2.787660164	0.223439836	-3.753960164	-1.860660164	-4.298260164	-2.067860164	0.523939836	1.404039836	-2.225260164	-0.124160164	-1.237760164	-2.143760164	1.925739836	-0.694760164	-4.286560164	-0.363960164
DCUN1D5	-0.160103426	-0.256903426	0.139696574	-0.322703426	-0.582403426	-0.881303426	0.042096574	-0.747803426	-0.799203426	0.400696574	0.962196574	-0.860603426	-0.336203426	0.015896574	-0.508703426	1.022296574	0.105096574	-0.677003426	-0.327803426
OR10H5	-0.188494678	0.237805322	-0.188494678	3.268205322	-0.188494678	-0.188494678	1.292905322	-0.188494678	0.226405322	-0.188494678	-0.188494678	-0.188494678	1.237905322	-0.188494678	-0.188494678	-0.188494678	0.946505322	-0.188494678	-0.188494678
SNCG	1.569021046	5.672621046	2.385021046	6.852121046	0.074421046	0.511121046	5.363721046	0.253221046	5.866521046	1.664721046	4.370221046	3.268521046	6.530721046	4.251521046	4.366821046	6.370421046	5.129021046	0.101921046	5.456521046
TAF1D	0.756052938	0.082852938	0.640952938	0.495452938	-0.999447062	-0.255547062	0.730252938	-0.166247062	-0.157347062	0.383252938	-0.347447062	-0.293247062	0.283752938	0.526252938	0.271952938	0.177552938	-0.496747062	-0.432847062	0.133052938
AIFM3	-2.098558463	1.220441537	-0.191858463	2.349941537	-3.159158463	-1.932558463	0.845941537	-2.694458463	1.855941537	-3.389758463	-1.089958463	-1.446458463	1.556941537	-0.884158463	-0.516258463	2.418841537	0.655041537	-2.939858463	1.046641537
LOC100130933	-3.284825018	3.032074982	-2.456825018	1.993674982	-3.284825018	-3.284825018	2.722374982	-3.284825018	2.572774982	-0.292525018	0.156574982	-0.077625018	3.793874982	1.393374982	0.083874982	2.043474982	3.585874982	-2.371525018	3.556874982
LOC100130932	0.00227087	0.25897087	0.97007087	-0.10342913	-0.09732913	-0.46502913	0.01127087	-0.06502913	0.01247087	0.63087087	0.56427087	-0.18802913	0.88727087	0.24607087	-0.21622913	1.82337087	0.16267087	-0.50162913	-0.08712913
AVEN	0.944817245	-0.124282755	0.674017245	-0.485482755	1.268817245	1.328517245	-0.409082755	1.251517245	-0.054782755	0.211917245	0.165417245	0.444017245	0.274817245	0.213217245	0.640017245	0.824517245	-0.013482755	1.876517245	-0.589482755
HIST2H2AB	-0.171752415	-0.226452415	0.697947585	-0.652752415	0.132647585	-0.652752415	-0.652752415	-0.652752415	-0.652752415	-0.652752415	-0.652752415	-0.652752415	-0.144952415	-0.652752415	-0.652752415	1.217547585	-0.168652415	0.260547585	-0.652752415
GPN2	-0.447163566	0.072336434	0.473636434	0.714036434	-0.480863566	-0.361963566	0.700436434	-0.433763566	-0.142863566	0.115936434	-0.055963566	-0.411863566	0.957236434	0.380036434	-0.000563566	0.872436434	0.116836434	-0.244863566	-0.085863566
NFKB2	1.481994897	0.230594897	-0.145505103	-0.396305103	-0.012105103	0.490794897	1.994394897	0.901994897	-0.456005103	0.055494897	0.176094897	0.542494897	0.650094897	1.217994897	0.652694897	2.121694897	-0.331705103	0.457494897	0.630794897
RAB40AL	-0.534280328	-0.139080328	-2.288880328	0.579519672	0.128319672	0.644419672	0.843019672	-0.829580328	0.213319672	-0.558080328	-0.385980328	-0.543480328	-0.862480328	-0.997780328	0.354419672	1.330319672	-0.090880328	-0.108180328	-1.101380328
TAF1C	-0.353367242	0.289832758	-0.199767242	0.531932758	-0.692567242	-0.777067242	0.327832758	-0.680467242	0.133532758	-0.153267242	-0.529667242	-0.298967242	-0.339867242	0.309532758	0.085032758	1.142132758	-0.265967242	-0.499167242	0.208432758
CORT	-0.420645618	-0.640745618	-0.367645618	-0.124245618	0.431554382	-0.306045618	-2.417145618	-1.642745618	-1.104045618	-0.992345618	0.678754382	-1.105645618	0.318754382	-0.370245618	-0.093345618	0.682854382	0.726654382	-0.080745618	-0.874545618
PAQR7	-1.062896574	1.830003426	1.482903426	2.822803426	-0.297796574	-0.089596574	1.292703426	-0.594996574	2.168403426	0.847103426	0.947503426	0.497803426	2.281003426	1.006503426	0.440103426	1.050103426	0.826503426	-0.099496574	1.345303426
PIAS4	-0.036346851	0.060453149	-0.040946851	-0.507346851	-0.083446851	-0.108546851	-0.074946851	-0.164946851	-0.212746851	-0.237946851	-0.035846851	-0.174946851	-0.677946851	-0.243546851	-0.121846851	-0.322246851	0.444453149	-0.002846851	0.012253149
FAM115C	-0.397028342	1.745971658	1.798571658	2.488771658	-1.608628342	-1.234128342	0.568071658	-1.070728342	1.374171658	1.734471658	1.269971658	-0.034828342	1.691371658	1.595271658	0.334171658	1.674371658	0.668971658	-2.018628342	1.266471658
JAGN1	-1.158252384	-0.288752384	-0.096952384	-0.004552384	-0.722552384	-0.314152384	-0.257352384	-1.189552384	-0.797152384	-0.219452384	0.095247616	-0.469052384	0.261647616	-0.022852384	-0.370752384	0.573447616	-0.014552384	-0.522452384	-0.513052384
OVOL1	-4.496683114	7.165216886	4.183316886	4.979216886	-3.834083114	-5.454183114	6.786916886	-4.791983114	6.688216886	5.747916886	3.723816886	3.313716886	6.833916886	3.831516886	3.757316886	2.745816886	5.461016886	-4.070583114	6.624916886
HSPBP1	-0.39799062	-0.08879062	0.25570938	-0.25899062	-0.64469062	-0.72419062	-0.28009062	-0.37469062	-0.81569062	0.10610938	0.10530938	-0.46229062	0.27660938	0.08040938	-0.48249062	1.45500938	0.19610938	-0.45689062	-0.50539062
GSTP1	-0.341539493	1.296260507	2.701760507	0.885060507	-0.488339493	-0.703439493	1.078260507	-0.756939493	0.208860507	2.061160507	0.612760507	-0.135739493	1.892060507	0.809260507	-0.064539493	1.799060507	0.612060507	-0.551439493	0.295960507
RPS19BP1	-0.495513422	-0.553413422	-0.003413422	0.265686578	-0.482313422	-0.161613422	-1.052213422	-0.459613422	-0.762813422	-0.584813422	-0.358313422	-0.313913422	-0.158513422	0.190686578	-0.255913422	1.793186578	-0.001613422	-0.148113422	-1.115913422
NPRL2	-1.06932359	0.04147641	0.25077641	0.21467641	-0.49412359	-0.53002359	-1.04742359	-0.69722359	-0.22222359	-0.49802359	-0.29032359	-0.23642359	0.16427641	-0.41892359	-0.07912359	0.67187641	0.18907641	-0.38072359	-0.39222359
PLXNB2	-1.059548638	0.668251362	-0.069448638	0.844951362	-0.582548638	-0.473448638	0.284151362	-0.824848638	0.139451362	-0.239648638	-0.164148638	-0.398948638	-0.223648638	-0.370648638	-0.048348638	-0.653448638	0.133851362	-0.413848638	0.115751362
METRNL	1.458406461	2.452606461	0.956106461	0.759706461	0.163206461	-0.066393539	2.094606461	1.091306461	0.642506461	3.126206461	1.163106461	0.571606461	2.123206461	2.306106461	1.168506461	2.328906461	1.949906461	-0.096293539	1.433306461
VTI1B	0.362874686	0.440674686	0.359074686	0.515574686	0.355274686	0.466674686	-0.115825314	0.490474686	0.062074686	0.289174686	0.013874686	-0.100425314	0.802474686	0.003474686	0.276174686	0.417674686	0.021774686	0.678174686	-0.166825314
LRRC59	-0.256999649	-0.209099649	0.096700351	-1.097699649	-0.580699649	-1.214699649	0.533200351	-0.793999649	-0.889599649	0.410600351	-0.026199649	-1.110599649	-0.137199649	-0.330799649	-1.235699649	-0.182499649	0.328000351	-0.782699649	-0.410099649
LOC100101266	-0.534465041	-0.824865041	-2.593065041	0.995434959	-2.593065041	-1.285565041	0.327434959	-1.686265041	1.031034959	-1.079465041	-0.690165041	-1.925665041	0.510434959	-1.618665041	-0.623865041	1.174234959	0.366434959	-0.725065041	0.292034959
PIF1	-0.544846922	-1.344246922	0.504353078	-2.020246922	0.340353078	-1.327746922	-2.292546922	-0.708046922	-0.425946922	-1.012346922	-0.003746922	-0.210346922	-0.579946922	-0.104746922	0.643353078	2.124753078	-0.095946922	-1.079846922	-1.024046922
NSUN5P2	-2.067965408	-0.320565408	-0.280165408	0.078934592	-2.539565408	-1.776765408	-0.448765408	-2.550265408	-0.114465408	-1.859565408	-1.696665408	-1.337565408	-1.381965408	-0.416765408	-0.103065408	1.748034592	-1.243865408	-1.256765408	-0.831265408
NSUN5P1	-1.995474663	-0.069874663	-0.023374663	0.127725337	-2.019774663	-2.059474663	-0.098074663	-1.721274663	-0.134474663	-1.844974663	-1.556074663	-1.529274663	-0.623274663	-0.037274663	-0.370874663	2.073525338	-1.127374663	-2.197774663	-0.653974663
SHARPIN	-0.641931104	-0.425731104	-0.159931104	-0.197831104	-0.233231104	-0.367431104	-0.762631104	-0.504931104	-0.661631104	-0.574731104	-0.639131104	-0.400231104	-0.051131104	0.042368896	-0.260031104	0.845468896	-0.137531104	-0.130631104	-0.542931104
SAC3D1	-2.527251947	-1.027851947	-0.287751947	-1.449651947	0.093748053	-1.407751947	-3.200851947	-1.358451947	-1.501251947	-1.335651947	-0.305451947	-1.278651947	-0.955251947	-0.802151947	-0.861351947	1.550748053	-0.797251947	-0.847151947	-1.625551947
AP1M2	-7.337981147	2.815518853	2.730918853	2.981218853	-6.514381147	-7.382081147	2.032218853	-8.179181147	2.086818853	2.110218853	1.636618853	-0.228081147	2.875518853	1.340018853	0.756318853	2.234718853	3.284718853	-8.179181147	1.613518853
CDRT4	-0.665246227	1.108853773	0.044853773	1.254653773	-1.346146227	-0.560446227	0.886453773	-1.701846227	0.975353773	-0.664546227	-0.514846227	-0.042246227	0.563653773	0.685453773	0.562153773	0.180053773	-0.029446227	-0.667146227	0.830553773
PRR15	-5.118414928	3.722185072	-1.212614928	3.674385072	-3.484414928	-4.940014928	4.039585072	-4.389614928	2.717885072	-3.096114928	1.359585072	-0.463114928	4.566685072	2.084685072	0.949885072	2.843885072	4.414085072	-2.825614928	1.892285072
DLG3	0.361503644	0.657503644	0.816803644	0.443903644	0.721803644	0.518103644	-0.268796356	0.308203644	0.362503644	0.680903644	0.483703644	0.527703644	0.209203644	-0.383896356	0.656003644	0.059703644	-0.151796356	0.729503644	0.280503644
SAMD10	-4.645202614	0.684897386	0.758197386	1.041297386	-3.567702614	-5.079502614	0.259697386	-3.179602614	0.281197386	0.444197386	0.067397386	-1.547402614	0.580897386	0.115797386	-0.707202614	0.951997386	0.827497386	-3.599502614	0.112797386
SRPK1	-0.579691728	0.761208272	0.533208272	0.078308272	-0.361491728	-0.787191728	1.729708272	-0.845991728	0.631008272	1.151708272	0.241808272	-0.468191728	0.382408272	0.279708272	-0.446191728	-0.090891728	0.378208272	-0.738991728	0.125808272
PQLC2	-1.951639625	-0.969339625	-0.254539625	-0.702539625	-0.846139625	-1.067239625	-1.057439625	-1.274139625	-0.964139625	-1.159639625	-0.627439625	-0.738639625	-0.780239625	-0.322939625	-1.066339625	0.161560375	-0.305639625	-0.972639625	-1.267039625
GRWD1	0.106611908	0.108611908	0.022911908	0.117911908	-0.713488092	-0.490288092	0.577311908	-0.242588092	-0.340588092	0.814511908	0.151011908	-0.235188092	0.167511908	0.475511908	-0.285488092	0.954611908	0.171211908	-0.342388092	-0.327788092
TBX20	8.398099633	-0.338500367	4.200199633	-0.764800367	7.732399633	8.539899633	1.608599633	7.878899633	4.520199633	0.181999633	4.611899633	7.119599633	-0.257000367	1.652499633	6.516099633	-0.764800367	-0.764800367	7.767599633	2.239899633
FAM3B	-4.389672899	5.845727101	5.106327101	6.171227101	-4.227672899	-4.721672899	6.355827101	-4.611972899	5.651627101	4.876227101	3.194227101	3.582527101	7.226327101	4.832627101	4.077727101	4.246427101	5.402127101	-5.518772899	5.529127101
LHB	-1.199480375	-0.177080375	-1.199480375	-0.590480375	-0.414080375	-1.199480375	-1.199480375	-1.199480375	-1.199480375	-1.199480375	-1.199480375	-1.199480375	0.437319625	-1.199480375	0.259619625	3.043019625	0.562819625	-1.199480375	-1.199480375
IFNE	-1.632320952	3.934679048	-1.632320952	3.586479048	-1.632320952	-1.632320952	5.683279048	-1.632320952	4.113279048	4.226879048	2.398279048	1.268879048	3.358679048	-1.632320952	3.415179048	-1.632320952	1.533479048	-1.632320952	3.098279048
MYBL2	-6.313504994	-2.775204994	0.772695006	-6.354804994	-1.187204994	-7.936704994	-5.813304994	-5.584204994	-3.400304994	0.017595006	1.102095006	-0.330204994	-0.611604994	-0.246204994	-1.519304994	3.178395006	-0.139204994	-6.865804994	-1.207704994
IFRD2	-0.220294951	-0.406394951	0.451705049	-0.185194951	-0.442594951	-0.480494951	-0.235194951	-0.249794951	-0.685194951	0.180205049	-0.530894951	-0.699494951	-0.260194951	-0.075394951	-0.679794951	1.334705049	-0.194394951	-0.300294951	-1.246194951
GMIP	-3.080351924	0.718848076	-0.198951924	0.968448076	-2.211151924	-2.539251924	1.067248076	-1.789951924	0.354448076	0.308648076	-0.094451924	-0.783251924	0.945048076	1.082748076	-0.062951924	1.446648076	1.232448076	-2.756051924	0.250948076
ALS2CL	-0.227287655	3.339912345	3.725312345	2.205612345	-1.017887655	-0.856187655	3.305812345	-0.155787655	1.953712345	3.431912345	0.610312345	0.572012345	1.571212345	1.104812345	1.000612345	1.930212345	1.430712345	-0.098587655	1.896812345
CD3EAP	-0.753668982	-0.431968982	-0.439368982	-0.266668982	-1.007668982	-0.980168982	0.279331018	-0.577768982	-0.228868982	0.489131018	0.213031018	-0.812368982	-0.772368982	-0.105868982	-0.525268982	-0.177568982	0.056231018	-0.437668982	0.001231018
SNRPG	-0.313131689	-0.112631689	0.354868311	-0.210731689	-0.433031689	-1.012231689	-0.423731689	-0.612931689	-0.683831689	0.061368311	0.353168311	-0.614931689	0.438568311	-0.088131689	-0.547031689	1.543968311	-0.006831689	-1.049531689	-0.185431689
RAB11FIP4	-4.629488279	0.069611721	-0.483788279	1.366211721	-4.694988279	-5.285388279	0.205811721	-4.214288279	0.354511721	-0.156588279	0.277511721	-2.100688279	0.221811721	-0.283688279	-1.109888279	0.310511721	1.402911721	-6.440388279	-0.385688279
ARHGAP10	3.328607702	0.940707702	1.931507702	1.973607702	3.424607702	3.802207702	1.683507702	3.685707702	2.017907702	2.208207702	1.976307702	3.075507702	2.021707702	1.912307702	3.357507702	1.318107702	0.865607702	3.928407702	1.510107702
STARD3	-1.237442177	0.127757823	-0.374542177	0.085157823	-0.901042177	-0.657142177	-0.002342177	-1.149742177	-0.242342177	-0.143842177	-0.119142177	-0.489042177	0.047257823	0.110357823	-0.185042177	1.458057823	0.714657823	-1.019742177	-0.065942177
TUBB4Q	-1.357177589	1.417622411	0.928522411	2.166922411	-1.357177589	-1.357177589	-1.357177589	-1.357177589	-0.134977589	-0.099277589	0.317222411	-0.689777589	0.279622411	-0.382777589	-0.241977589	-1.357177589	1.271222411	-1.357177589	0.472622411
CAPZB	0.402732696	0.180432696	0.614332696	-0.065467304	0.569132696	0.392332696	-0.027667304	0.444332696	-0.088267304	0.472132696	0.321332696	0.338632696	0.474432696	0.529532696	0.310432696	0.495132696	-0.019067304	0.517032696	-0.248667304
SIRT6	-1.380485205	0.229714795	-0.137685205	0.170914795	-0.927585205	-1.425485205	-0.145785205	-1.025085205	-0.468785205	-0.283185205	-0.483385205	-0.755885205	0.381114795	0.223514795	-0.418385205	1.441014795	0.430414795	-0.845385205	-0.278185205
AHSA1	-0.141586407	-0.161386407	0.503913593	0.037013593	-0.235986407	-0.036286407	-0.586186407	0.104013593	-0.324086407	-0.059286407	-0.128586407	-0.211486407	-0.052886407	-0.243986407	-0.236086407	0.154113593	-0.031386407	0.113813593	-0.778186407
AHSA2	-1.378972275	0.081427725	-0.955872275	0.310527725	-1.624572275	-0.851272275	0.966327725	-1.091172275	0.713027725	-1.588372275	-1.571372275	-0.614072275	-1.627172275	-0.613572275	0.223627725	0.202227725	0.336027725	-1.015372275	0.479327725
PPP1R3G	-0.182340016	0.408059984	0.928859984	1.887459984	2.044759984	1.922959984	1.256859984	0.855559984	1.701459984	0.524159984	0.504859984	1.827959984	1.781759984	0.931359984	1.274559984	0.120059984	2.322659984	2.078359984	0.721759984
DSP	-4.99216888	2.09793112	3.99763112	0.65513112	-5.16056888	-4.06666888	1.58173112	-5.56416888	1.12843112	4.64673112	0.23573112	-1.67266888	0.63833112	-1.18016888	-1.13776888	-2.40256888	1.41103112	-6.68496888	0.91673112
THBD	3.76656714	1.82086714	2.76786714	1.73496714	0.12506714	1.70986714	3.46286714	1.80716714	0.72976714	3.83936714	1.99786714	2.54016714	2.01126714	2.44816714	1.24666714	1.48016714	1.06026714	0.56996714	2.76986714
PDAP1	-0.008197854	-0.101497854	0.258202146	-0.096297854	-0.021997854	0.021102146	-0.565397854	-0.127997854	-0.485997854	0.232702146	-0.035897854	-0.188797854	0.305102146	-0.005497854	-0.232597854	0.656102146	-0.124797854	0.298302146	-0.343097854
ERMP1	-2.171230901	2.847269099	2.102169099	1.543469099	-1.463430901	-1.799130901	1.647169099	-2.251830901	2.148869099	1.944569099	1.505269099	-0.162630901	1.076569099	-0.002730901	0.563869099	-0.214430901	1.937869099	-2.186030901	1.675469099
SCN5A	0.504716356	2.733516356	-1.491483644	3.496216356	0.726516356	-0.158783644	3.966316356	0.681616356	3.628316356	1.314916356	3.124516356	1.644516356	4.302716356	2.811416356	2.500016356	1.067116356	4.566016356	0.416916356	3.983516356
PARD6G	0.16530778	1.79870778	2.44690778	2.28380778	0.72350778	0.36490778	1.81700778	-0.02539222	1.70410778	2.27790778	1.23010778	0.68520778	2.28920778	1.33170778	0.32760778	0.50080778	0.98880778	-0.11239222	1.85800778
MTHFSD	-1.051252072	0.473247928	0.160547928	0.209547928	-0.029252072	-0.202452072	-0.630552072	-0.175852072	0.187047928	-0.657352072	-0.029052072	-0.569452072	-0.138952072	-0.179752072	0.280147928	0.279647928	0.028947928	-0.041752072	-0.100952072
ZNF137	-1.951280445	0.595719555	-1.622480445	1.081519555	-0.379380445	-0.448980445	-0.198780445	-1.382180445	0.767419555	-0.598580445	0.090419555	0.190719555	-0.163580445	0.086319555	0.497719555	0.492719555	0.286119555	-0.130880445	0.106219555
LRMP	-2.205519181	4.758380819	4.096980819	3.781980819	-1.564619181	-0.855719181	2.953680819	-1.700819181	3.360980819	4.060880819	1.313680819	2.506580819	3.461480819	2.429380819	2.252280819	2.980080819	2.437680819	-2.728119181	3.612080819
QPCTL	-2.068807577	-0.352207577	-0.312507577	0.254592423	-1.907707577	-1.341507577	-0.006507577	-1.301307577	-0.444507577	-1.211807577	-0.481007577	-0.918407577	0.255492423	0.019792423	-0.784207577	1.396092423	0.196592423	-1.264607577	-0.462507577
DDTL	-1.195851011	0.206948989	0.296648989	0.699548989	-0.986351011	-1.283951011	0.070448989	-0.972151011	-0.921451011	-0.122151011	-0.699551011	-1.268451011	0.127048989	-0.252051011	-1.289851011	0.571848989	-0.340751011	-0.536451011	0.370848989
HMGB2	-0.450978767	-0.983778767	0.036921233	-1.437978767	1.201721233	-0.056378767	-2.240578767	-1.030678767	-1.125878767	-0.341878767	0.187821233	0.101221233	-0.583278767	0.222521233	0.170321233	0.491221233	0.069621233	-0.385778767	-0.133578767
HMGB1	0.345780648	-0.179019352	0.329480648	-0.037319352	0.496380648	0.106780648	-0.405019352	-0.016519352	-0.416719352	0.185680648	0.173280648	0.299680648	0.120780648	0.169880648	-0.107119352	0.420480648	0.718780648	0.257980648	-0.084119352
FSD1	-2.62503833	-1.72073833	-1.46843833	-2.38923833	-3.75413833	-2.95703833	-3.07843833	-2.29483833	-1.87993833	-1.38273833	2.47416167	-3.75413833	0.59706167	0.40646167	1.01346167	2.53176167	-1.03563833	-3.75413833	-1.68593833
ZNF83	-0.623315466	0.459684534	-1.372515466	0.913184534	-0.492515466	-0.214715466	0.995284534	-0.737215466	0.847384534	-0.613615466	-0.478015466	-0.095815466	-0.647715466	0.061484534	0.525784534	0.056684534	0.060384534	-0.348815466	0.602884534
ZNF85	-2.648294608	-0.036094608	-2.463794608	0.613805392	-0.770194608	-0.512094608	-1.398294608	-1.267194608	0.580605392	-0.985694608	0.357005392	-0.200694608	0.097805392	-0.409494608	-0.329994608	-0.364294608	0.662505392	-0.972194608	0.136105392
PDE10A	0.212545213	0.671145213	-1.188754787	4.317245213	-1.082554787	-0.311654787	3.236545213	-0.788154787	3.086445213	-0.968054787	2.328445213	0.633245213	2.164845213	1.329245213	-0.582054787	0.582745213	0.879745213	-2.817954787	1.513245213
RNF207	-0.059681725	2.205218275	0.743618275	1.660318275	-0.990181725	-0.374481725	1.939818275	-0.152681725	1.593018275	-0.215881725	-0.302781725	-0.155481725	-0.187581725	-0.351481725	0.665718275	-0.236881725	-0.077581725	-0.138881725	1.382218275
GEMIN6	-1.641983909	-0.831683909	-0.236283909	-0.544583909	-0.097183909	-0.635883909	-2.885483909	-1.355583909	-0.767783909	-1.315683909	-0.231483909	-0.411883909	-0.691883909	-0.726083909	-0.354283909	0.679916091	-0.164583909	-0.827883909	-1.509783909
GEMIN7	-1.658989661	0.193010339	-0.038389661	0.005410339	-1.116589661	-1.395189661	-0.504989661	-1.354289661	-0.323089661	-0.707789661	0.165110339	-0.643389661	0.396910339	0.063010339	-0.412989661	2.004010339	0.753210339	-1.054189661	-0.681289661
C3orf47	-1.335828147	-0.587228147	-0.847628147	0.647571853	-0.661828147	-0.199628147	-0.019028147	-1.392728147	-0.359328147	-1.036228147	-0.166628147	-0.095328147	-0.281128147	0.336971853	0.734571853	1.907071853	-0.250228147	-1.600028147	0.074671853
TDH	3.314470457	2.431970457	3.194170457	5.218570457	-1.697329544	-0.389829544	3.222570457	0.160570456	4.193070457	-1.147629544	2.009170457	0.815170456	3.633270457	2.645770457	0.945970456	1.105070457	0.731870456	-0.229129544	1.870570457
C4orf48	-1.437894819	-1.782194819	-3.046594819	-1.203394819	-4.065794819	-4.423094819	-3.533894819	-4.823794819	-2.271494819	-2.023594819	0.013605181	-3.375094819	-0.215694819	-0.196194819	-3.385294819	2.090205181	0.046205181	-5.730594819	-3.457794819
ERBB3	-2.352259649	1.121640351	0.829940351	1.339140351	-3.454559649	-3.305859649	0.502940351	-2.357159649	1.028940351	0.560740351	-0.130659649	-1.053659649	0.579640351	-0.633959649	-0.634259649	-0.153159649	1.678440351	-4.000459649	0.520540351
SLC6A10P	0.02070906	-1.46439094	1.52020906	-1.51289094	-0.60819094	-0.18329094	0.77650906	-0.72759094	-0.70869094	-0.37899094	-0.25509094	0.00880906	-0.49769094	-2.08019094	-0.48099094	-2.15219094	-0.94209094	0.36940906	0.81820906
C15orf52	2.469526648	0.883026648	2.329326648	2.158926648	2.403726648	2.798726648	0.360326648	3.074726648	2.231026648	0.476326648	0.287126648	1.808526648	0.408326648	0.286226648	1.856426648	-0.949873352	1.245826648	3.282926648	1.348026648
DDX12	-2.851659345	-0.582859345	0.026040655	-0.492159345	-1.092059345	-2.733659345	-0.206259345	-2.764959345	-0.427059345	-0.998859345	-0.808759345	-1.198659345	-1.920759345	-0.456259345	-0.849459345	1.123540655	-0.726459345	-1.963859345	-0.144359345
DDX11	-1.49914785	-0.06984785	-0.04924785	0.80295215	-0.87644785	-3.28114785	-0.26094785	-3.71584785	-1.57124785	-1.32124785	-1.01114785	0.06335215	-0.45944785	0.24555215	-0.37154785	0.72355215	-0.80044785	-0.63174785	0.54845215
GJB3	-2.805715224	4.298484776	5.304884776	3.913184776	-5.755715224	-4.448215224	5.367784776	-3.897815224	2.969484776	5.940484776	3.122584776	1.197784776	5.541784776	3.772884776	3.191784776	3.965884776	4.320484776	-3.887715224	4.975684776
GJB2	-1.736846204	2.925953796	6.648653796	-0.284746204	-4.941046204	-5.283246204	2.032153796	-2.406146204	0.429353796	8.319753796	1.928753796	-1.866246204	2.299453796	0.104753796	-0.903546204	1.714853796	1.132453796	-4.137546204	0.851953796
GJB5	-2.56011762	5.32338238	7.31698238	5.04728238	-4.31471762	-3.00721762	4.63138238	-2.85541762	4.00678238	7.18798238	3.31258238	1.27198238	5.51878238	3.91218238	2.63308238	4.46638238	5.17458238	-1.87721762	4.73478238
GJB4	-2.497696691	6.236903309	5.015803309	6.070703309	-3.338896691	-3.338896691	7.167903309	-3.338896691	5.144503309	5.688703309	3.687003309	1.695203309	7.960803309	4.525503309	4.389603309	5.074603309	7.308103309	-3.338896691	6.865003309
GJB6	-3.398079828	4.376120172	8.609520172	4.401320172	-3.453879828	-4.239279828	4.682220172	-4.239279828	4.326420172	8.892120172	4.594720172	0.571120172	5.473920172	3.894120172	1.335020172	4.395220172	4.154420172	-4.239279828	5.207520172
PSMC1	0.446047694	0.029547694	0.247947694	0.072147694	-0.006352306	0.316447694	-0.627252306	-0.037952306	-0.557152306	0.320047694	-0.278952306	0.059347694	0.478547694	0.109947694	0.123647694	1.344047694	-0.150552306	0.175547694	-0.351252306
PSMC4	-0.47900792	-0.27310792	0.18269208	-0.43360792	-0.48850792	-0.65450792	-0.11750792	-0.58690792	-0.78660792	0.23469208	0.09839208	-0.50370792	1.11869208	-0.04730792	-0.37190792	0.91399208	0.13389208	-0.34810792	-0.67430792
